ECODISTRIC,month,pe,precip,temp
490,5,66.97571,79.3,9.8
490,3,0,66.8,-4.6
490,4,15.80489,60.6,2.4
490,6,107.40605,78.7,15.2
490,7,122.78264,109.1,18.2
490,8,104.88279,89.2,16.8
490,9,65.55647,80.4,11.6
490,10,29.09925,75.9,5.7
490,11,0,90.2,-0.9
490,12,0,106.4,-9
493,1,0,89.2,-11.9
493,2,0,64.3,-10.2
493,5,70.16701,93.2,10.6
493,3,0,78.3,-3.7
493,4,19.73405,75.6,3.2
493,6,108.30814,92.6,15.8
493,7,124.94369,104.6,18.8
493,8,106.79869,105.6,17.4
493,9,68.06905,97.3,12.3
493,10,31.25988,87.1,6.4
493,11,0,100.2,-0.1
493,12,0,103.1,-8.5
494,1,0,90.3,-11.3
494,2,0,65.2,-9.8
494,5,70.60765,97.4,10.8
494,3,0,80.9,-3.3
494,4,21.07968,78.9,3.5
494,6,108.02409,93.6,15.9
494,7,125.06457,96.2,18.9
494,8,107.31506,101.3,17.6
494,9,68.85944,91.9,12.5
494,10,32.06063,85.4,6.6
494,11,1.16639,103.4,0.3
494,12,0,102,-8.2
495,1,0,97,-10.8
495,2,0,80.4,-9.4
495,5,68.75975,105.9,10.2
495,3,0,91.7,-3.3
495,4,21.8557,96.8,3.5
495,6,104.79288,101.8,15.3
495,7,122.94358,96.1,18.5
495,8,106.15474,93.7,17.2
495,9,67.90975,90.1,12.2
495,10,31.50084,94.2,6.3
495,11,0,110.5,0
495,12,0,124,-7.9
496,1,0,111.1,-8.4
496,2,0,90.1,-7.6
496,5,65.12981,100.9,9.9
496,3,0,96.1,-2.3
496,4,22.5665,88.5,3.7
496,6,101.35349,91.7,14.9
496,7,119.69942,102,18.1
496,8,107.01582,88.7,17.6
496,9,71.84684,95.6,13.1
496,10,37.4356,105.6,7.7
496,11,8.75815,116.7,2
496,12,0,131.1,-5.3
497,1,0,99,-8.6
497,2,0,89.5,-7.4
497,5,67.97183,95.4,10.5
497,3,0,90.8,-1.8
497,4,25.25978,92.3,4.3
497,6,104.48903,88.1,15.6
497,7,122.71352,81.1,18.8
497,8,107.99988,87.1,17.9
497,9,72.22734,99.6,13.4
497,10,36.81194,101.9,7.8
497,11,8.02051,122.1,2
497,12,0,124,-5.4
498,1,0,124.7,-7.7
498,2,0,95.5,-7.2
498,5,62.94976,110.4,9.5
498,3,0,101.4,-2.1
498,4,22.66576,99,3.6
498,6,97.99731,101,14.3
498,7,116.2653,109.3,17.5
498,8,105.05094,96.8,17.1
498,9,72.62405,101.8,13.1
498,10,39.34126,117.5,8
498,11,11.10058,133.2,2.5
498,12,0,141.1,-4.6
499,1,0,114.2,-7.9
499,2,0,99.6,-7.1
499,5,64.37633,106.4,9.7
499,3,0,100.2,-1.9
499,4,25.30214,93.9,4
499,6,99.39503,90.7,14.4
499,7,115.41166,91.5,17.5
499,8,104.60955,95.5,17
499,9,71.49725,103.5,12.9
499,10,38.61018,108.5,7.8
499,11,10.2158,129.2,2.3
499,12,0,139.3,-4.7
500,1,0,110.9,-9.8
500,2,0,80.2,-9.1
500,5,60.23373,84.7,8.8
500,3,0,97,-3.8
500,4,15.05422,83.4,2.2
500,6,103.04617,84.4,14.8
500,7,124.40932,93.1,18.4
500,8,108.26532,94.8,17.5
500,9,69.96489,79.2,12.5
500,10,34.48181,103.6,6.9
500,11,4.8801,109.9,1.1
500,12,0,115.3,-6.4
501,1,0,101.8,-10.6
501,2,0,71.6,-9.6
501,5,62.47492,77.1,9.2
501,3,0,83.9,-3.9
501,4,16.08083,75.5,2.4
501,6,105.80594,74.5,15.3
501,7,125.59418,92.3,18.6
501,8,108.68354,93.5,17.5
501,9,69.13674,72.3,12.4
501,10,32.76152,93.7,6.6
501,11,2.24592,96.8,0.5
501,12,0,104.4,-7.2
502,1,0,89.6,-10.5
502,2,0,75.5,-9.2
502,5,66.41776,97.2,10.1
502,3,0,85.7,-3.3
502,4,19.90293,83.1,3.2
502,6,106.68908,88.2,15.6
502,7,124.98792,96.5,18.8
502,8,108.64794,92.5,17.8
502,9,69.23382,93.2,12.6
502,10,33.03628,93.1,6.7
502,11,2.56273,109.8,0.6
502,12,0,116.6,-7.3
503,1,0,96.5,-9.1
503,2,0,80,-8.3
503,5,64.24785,90.1,9.9
503,3,0,91.3,-2.9
503,4,19.3355,85.4,3.2
503,6,105.20132,86.1,15.5
503,7,125.31235,99,19
503,8,110.10864,84.9,18.1
503,9,71.73364,85.7,13.1
503,10,36.42309,96.2,7.6
503,11,6.89463,106.2,1.7
503,12,0,112.5,-5.9
504,1,0,100.9,-7.2
504,2,0,80,-7.3
504,5,59.99514,91,9.1
504,3,0,84.8,-2.6
504,4,17.98388,85.2,2.9
504,6,99.48581,86.4,14.6
504,7,121.14491,84.7,18.3
504,8,108.82303,92.5,17.9
504,9,73.83495,88.1,13.5
504,10,40.05132,109.1,8.3
504,11,12.26626,117.1,2.8
504,12,0,120.2,-3.8
505,1,0,91.5,-8.9
505,2,0,81.3,-7.8
505,5,66.57216,94.3,10.5
505,3,0,84,-2.3
505,4,22.50889,80.1,4
505,6,106.98815,90.3,16
505,7,125.33456,92.2,19.2
505,8,110.81955,91.4,18.4
505,9,72.55404,91.2,13.5
505,10,36.96597,94.9,8
505,11,8.16525,106.8,2
505,12,0,116.8,-5.8
506,1,0,92.3,-9.3
506,2,0,78.9,-8.1
506,5,68.2571,95.4,10.7
506,3,0,83.9,-2.3
506,4,23.5148,81.5,4.1
506,6,107.25725,90,16.1
506,7,124.55137,88.4,19.1
506,8,109.60824,94.8,18.2
506,9,71.63784,92.6,13.3
506,10,36.23925,94.1,7.7
506,11,6.42138,111.3,1.6
506,12,0,116.1,-6.2
507,1,0,117.9,-6.7
507,2,0,92.8,-6.6
507,5,62.06535,102.4,9.3
507,3,0,99.5,-1.9
507,4,22.26327,92.2,3.6
507,6,97.80805,92.4,14.3
507,7,117.13004,97.1,17.7
507,8,106.1224,96.1,17.3
507,9,72.96565,93.4,13.2
507,10,40.56002,111.9,8.3
507,11,13.2246,124.7,3
507,12,0,129.7,-3.6
508,1,0,121.7,-7.5
508,2,0,102.5,-6.9
508,5,63.23008,112.8,9.4
508,3,0,103.5,-1.9
508,4,24.79914,99.6,3.9
508,6,97.37531,94.9,14.1
508,7,113.65221,95.3,17.2
508,8,103.38514,98.3,16.8
508,9,71.6578,107.5,12.9
508,10,39.31946,116,7.9
508,11,11.59299,138.2,2.6
508,12,0,147.7,-4.3
455,1,0,105.5,-8.1
455,2,0,78.5,-8.9
455,5,46.71219,70.2,5.2
455,3,0,78.8,-5
455,4,3.11802,56.3,0.3
455,6,84.84104,95.2,10.1
455,7,112.65006,91,14.8
455,8,101.14654,116,14.6
455,9,68.66638,91.4,10.5
455,10,34.084,105.8,5.5
455,11,7.14873,112.7,1.1
455,12,0,111.6,-4.8
458,1,0,137.3,-6.1
458,2,0,90.7,-7.3
458,5,53.86902,68.8,7.2
458,3,0,80.7,-3.4
458,4,15.89595,63.8,2.1
458,6,93.11552,88.4,12.5
458,7,119.26407,89.7,16.9
458,8,105.5801,104.6,16.4
458,9,70.39592,101,12
458,10,36.25365,120.6,6.8
458,11,11.40623,125.4,2.3
458,12,0,135.5,-3.1
461,1,0,129,-5.7
461,2,0,99.7,-7.1
461,5,54.04582,84.8,7.1
461,3,0,84.9,-3.5
461,4,15.62209,71.2,2
461,6,88.99808,104.7,11.8
461,7,114.17271,105.9,16.1
461,8,104.5949,119.4,16.2
461,9,70.95731,111.5,12
461,10,37.88705,119.8,7
461,11,13.92187,118.6,2.7
461,12,0,124.1,-2.7
463,1,0,141.5,-4.6
463,2,0,111.4,-5.9
463,5,45.06423,116.5,5.2
463,3,0,103.9,-3
463,4,11.08959,110.1,1.1
463,6,77.54476,113,9.4
463,7,102.71081,106.3,13.7
463,8,100.92162,121.3,14.9
463,9,72.58056,114.7,11.5
463,10,41.54741,144,7
463,11,17.63437,150.9,3
463,12,0,168.3,-1.8
466,1,0,100.8,-7.4
466,2,0,87.8,-7.9
466,5,53.07099,76.7,6.8
466,3,0,94,-3.8
466,4,11.48311,78.8,1.4
466,6,92.40574,84.8,12.1
466,7,119.22569,78.1,16.7
466,8,103.87286,100.5,15.8
466,9,68.24697,86.4,11.3
466,10,33.44894,104.7,5.9
466,11,8.24043,101.5,1.4
466,12,0,102.3,-4.2
468,1,0,104.7,-5.8
468,2,0,103.4,-6.5
468,5,52.33917,89.9,6.6
468,3,0,106.4,-2.7
468,4,14.21549,91.1,1.7
468,6,87.31582,88.5,11.5
468,7,113.91986,79.8,15.9
468,8,102.99995,98.1,15.7
468,9,70.73651,99.2,11.7
468,10,36.71421,113.5,6.5
468,11,10.9525,113.9,1.9
468,12,0,108.8,-3.1
470,1,0,99.4,-6.8
470,2,0,90.7,-7.4
470,5,49.5152,80.9,6
470,3,0,93.6,-3.7
470,4,9.38524,80.9,1
470,6,88.84645,82.9,11.3
470,7,116.66923,75,16
470,8,102.9021,97.9,15.4
470,9,68.71103,91.3,11.2
470,10,34.70371,106.8,6
470,11,9.50167,103.4,1.6
470,12,0,101.9,-3.8
471,1,0,108.4,-3.7
471,2,0,100,-4.5
471,5,48.03998,83.3,6.1
471,3,0,99.1,-1.7
471,4,15.20166,83.8,1.9
471,6,83.05073,87.9,10.7
471,7,110.25251,74.4,15.4
471,8,102.21787,96.4,15.7
471,9,72.8943,99.9,12.2
471,10,41.62026,129.3,7.6
471,11,18.85463,115.8,3.6
471,12,0,103.7,-1
475,1,0,133.9,-3.3
475,2,0,112.4,-4
475,5,50.10751,97.2,6.5
475,3,0,116.4,-1.2
475,4,18.62807,99.3,2.4
475,6,81.69156,99.3,10.7
475,7,108.25881,86.8,15.3
475,8,101.77861,110.9,15.7
475,9,73.29799,116.2,12.4
475,10,43.16967,142,8
475,11,20.02951,129.8,3.9
475,12,0,123.1,-0.6
477,1,0,137.5,-3
477,2,0,111.1,-3.6
477,5,45.07726,113.1,5.2
477,3,0,125.2,-1.8
477,4,15.19207,121.1,1.6
477,6,70.83654,127.7,8.3
477,7,96.64421,108,12.7
477,8,97.62116,118.9,14.2
477,9,74.11619,140.7,11.7
477,10,44.98467,145.3,7.5
477,11,22.39415,131.8,3.8
477,12,0,122.1,-0.8
462,1,0,129,-5.7
462,2,0,99.7,-7.1
462,3,0,84.9,-3.5
462,4,15.62209,71.2,2
462,5,54.04582,84.8,7.1
462,6,88.99808,104.7,11.8
462,7,114.17271,105.9,16.1
462,8,104.5949,119.4,16.2
462,9,70.95731,111.5,12
462,10,37.88705,119.8,7
462,11,13.92187,118.6,2.7
462,12,0,124.1,-2.7
460,1,0,129,-5.7
460,2,0,99.7,-7.1
460,3,0,84.9,-3.5
460,4,15.62209,71.2,2
460,5,54.04582,84.8,7.1
460,6,88.99808,104.7,11.8
460,7,114.17271,105.9,16.1
460,8,104.5949,119.4,16.2
460,9,70.95731,111.5,12
460,10,37.88705,119.8,7
460,11,13.92187,118.6,2.7
460,12,0,124.1,-2.7
504,1,0,100.9,-7.2
504,2,0,80,-7.3
504,5,59.99514,91,9.1
504,3,0,84.8,-2.6
504,4,17.98388,85.2,2.9
504,6,99.48581,86.4,14.6
504,7,121.14491,84.7,18.3
504,8,108.82303,92.5,17.9
504,9,73.83495,88.1,13.5
504,10,40.05132,109.1,8.3
504,11,12.26626,117.1,2.8
504,12,0,120.2,-3.8
507,1,0,117.9,-6.7
507,2,0,92.8,-6.6
507,5,62.06535,102.4,9.3
507,3,0,99.5,-1.9
507,4,22.26327,92.2,3.6
507,6,97.80805,92.4,14.3
507,7,117.13004,97.1,17.7
507,8,106.1224,96.1,17.3
507,9,72.96565,93.4,13.2
507,10,40.56002,111.9,8.3
507,11,13.2246,124.7,3
507,12,0,129.7,-3.6
509,1,0,122,-4.4
509,2,0,97.1,-4.4
509,5,63.38978,100.3,9.7
509,3,0,95.4,-0.4
509,4,27.19897,90.4,4.4
509,6,96.31574,92.5,14.3
509,7,113.51059,86.7,17.4
509,8,103.61855,87.1,17.1
509,9,73.55493,92.9,13.5
509,10,43.60345,105.5,9
509,11,18.66411,124.5,4.3
509,12,0,139.8,-1.4
510,1,0,137.2,-5.3
510,2,0,109.6,-5.4
510,5,64.34198,100.5,10.2
510,3,0,110.2,-1
510,4,25.72756,103,4.4
510,6,100.95492,93.5,15.2
510,7,119.17149,96.4,18.4
510,8,107.12835,91,17.9
510,9,72.9003,98.2,13.5
510,10,40.20842,114.9,8.5
510,11,14.76812,140.1,3.6
510,12,0,155.5,-2.3
511,1,0,137.3,-5.4
511,2,0,111.7,-5.6
511,5,61.46348,104.4,9.5
511,3,0,119.4,-1
511,4,24.90162,110.6,4.2
511,6,96.94159,97.8,14.5
511,7,117.02923,96.8,17.9
511,8,107.17438,95.7,17.7
511,9,74.35036,96.3,13.7
511,10,41.2573,124.6,8.5
511,11,15.98225,151.7,3.8
511,12,0,153.7,-2.4
512,1,0,142.9,-5.4
512,2,0,118,-5.4
512,5,64.18582,101.9,10.2
512,3,0,127.1,-0.9
512,4,25.42292,115.1,4.5
512,6,101.24949,98.6,15.3
512,7,121.22624,96,18.8
512,8,108.99691,97.5,18.2
512,9,73.88374,97.7,13.8
512,10,40.556,126.8,8.7
512,11,14.79403,156.7,3.6
512,12,0,162.9,-2.5
513,1,0,131,-3.5
513,2,0,106.1,-3.6
513,5,63.16371,105.7,9.8
513,3,0.60663,102.8,0.2
513,4,28.59607,104.9,4.8
513,6,94.60738,98.4,14.1
513,7,111.48919,95.3,17.1
513,8,102.47269,89.9,16.9
513,9,74.28258,98.1,13.6
513,10,44.60245,109.3,9.2
513,11,20.42312,137.6,4.6
513,12,0,153.2,-0.7
514,1,0,151.7,-4.3
514,2,0,125.2,-4.2
514,5,64.54946,108.5,10.4
514,3,0,125,0
514,4,28.21564,123.7,5
514,6,100.19971,98.2,15.3
514,7,118.93917,95.1,18.6
514,8,108.20421,92.5,18.2
514,9,74.07344,101.4,13.9
514,10,42.20835,123.1,9.1
514,11,17.53628,158.5,4.3
514,12,0,167.3,-1.5
516,1,0,138.3,-3.8
516,2,0,110.9,-4.3
516,5,53.88682,107.2,8
516,3,0,115.7,-0.9
516,4,21.71837,115.3,3.4
516,6,87.06339,103.9,12.6
516,7,108.33644,97.1,16.3
516,8,104.90791,106.1,17.1
516,9,78.12812,99.2,14.1
516,10,46.62317,125.2,9.4
516,11,21.17532,154.6,4.7
516,12,0,157.3,-0.8
517,1,0,121.2,-6
517,2,0,98.6,-6.1
517,5,61.8502,99.1,9.6
517,3,0,105.8,-1.6
517,4,22.51141,97.5,3.8
517,6,98.85674,85.8,14.8
517,7,119.93235,88.3,18.3
517,8,108.53134,98.6,17.9
517,9,73.77073,88.3,13.6
517,10,40.15458,111.5,8.4
517,11,13.75465,130.7,3.2
517,12,0,137.6,-3
518,1,0,120.6,-5.3
518,2,0,97.7,-5.5
518,5,64.83871,90.8,10.3
518,3,0,92.1,-1.1
518,4,25.57801,84.7,4.4
518,6,101.74303,84.6,15.4
518,7,120.74924,85.6,18.6
518,8,108.43285,86.3,18.1
518,9,73.24895,87.8,13.7
518,10,40.84896,102.5,8.8
518,11,15.42831,117.1,3.8
518,12,0,128.9,-2.3
519,1,0,133.9,-5.9
519,2,0,110.9,-6.2
519,5,57.71006,114.3,8.7
519,3,0,117.5,-1.8
519,4,20.64537,113.2,3.3
519,6,94.67015,108,13.9
519,7,116.47072,100.3,17.6
519,8,106.58063,114.2,17.5
519,9,74.7366,98,13.5
519,10,40.66422,126.8,8.3
519,11,14.96994,158.4,3.3
519,12,0,157.9,-2.8
520,1,0,148.9,-6.2
520,2,0,118.7,-6.3
520,5,60.98627,110.3,9.4
520,3,0,126.5,-1.8
520,4,21.66036,118.8,3.6
520,6,98.46669,97,14.6
520,7,118.4758,95.1,18.1
520,8,107.55596,103.9,17.8
520,9,74.12528,96,13.5
520,10,40.3094,126.7,8.3
520,11,13.16377,156.7,3
520,12,0,165.7,-3.2
521,1,0,154,-4.9
521,2,0,110.7,-5.9
521,5,53.17035,93.3,8
521,3,0,122.5,-2.1
521,4,15.78082,128,2.5
521,6,94.99589,92.5,13.9
521,7,121.29113,83.3,18.2
521,8,110.82299,115.5,18.1
521,9,75.43499,111.1,13.8
521,10,42.2609,157.2,8.7
521,11,17.1248,182.9,4
521,12,0,181.1,-1.6
522,1,0,120.3,-5.2
522,2,0,95.3,-6.5
522,5,51.8777,87,7.7
522,3,0,104.1,-2.6
522,4,14.63373,102.5,2.3
522,6,93.44768,93.9,13.6
522,7,121.58327,90.3,18.4
522,8,110.94597,119.9,18.1
522,9,75.24258,112.3,13.7
522,10,42.45099,139.3,8.7
522,11,17.07788,148.5,3.9
522,12,0,152.4,-1.4
523,1,0,147.3,-5.3
523,2,0,112.9,-6.4
523,5,54.08397,100.5,8
523,3,0,124.5,-2.4
523,4,15.60657,122.2,2.4
523,6,93.0094,100,13.5
523,7,118.77712,87.7,17.9
523,8,109.55768,108.4,17.9
523,9,74.6718,106.2,13.4
523,10,41.9985,140.5,8.5
523,11,16.5737,172.2,3.7
523,12,0,175.4,-1.8
524,1,0,146.1,-5.2
524,2,0,108.5,-6.3
524,5,55.03953,100.2,8.2
524,3,0,116.2,-2.4
524,4,16.15304,111,2.6
524,6,93.0261,102.4,13.6
524,7,118.28866,89,17.8
524,8,110.29407,110.6,18.1
524,9,76.02954,106.6,13.8
524,10,42.94846,137.7,8.8
524,11,17.10721,166.3,3.9
524,12,0,170.8,-1.8
525,1,0,116.8,-5.9
525,2,0,95.9,-6.6
525,5,54.81749,98.2,8.2
525,3,0,105.9,-2.6
525,4,15.75783,104.8,2.6
525,6,94.35201,101,13.8
525,7,120.51857,92.6,18.2
525,8,110.0765,118.1,18.1
525,9,75.37347,104.7,13.7
525,10,41.94906,140.2,8.6
525,11,15.81449,148.8,3.6
525,12,0,150.2,-2.2
527,1,0,130.4,-7
527,2,0,102.9,-7.2
527,5,58.67455,104.5,8.8
527,3,0,116.5,-2.7
527,4,17.71565,103.5,2.8
527,6,97.51813,100,14.2
527,7,119.28668,92.1,18
527,8,107.84117,110.8,17.6
527,9,72.50788,97.6,13.1
527,10,39.00321,138.7,7.9
527,11,12.56283,156.4,2.8
527,12,0,166,-3.5
528,1,0,108,-7
528,2,0,88.3,-7
528,5,61.7444,95.6,9.3
528,3,0,93.7,-2.2
528,4,21.28861,89.5,3.3
528,6,97.74837,90.9,14.3
528,7,117.00778,96.8,17.6
528,8,105.44875,94.1,17.3
528,9,72.69354,89.2,13.2
528,10,40.34192,110,8.2
528,11,12.95152,112.9,2.9
528,12,0,123.9,-3.9
529,1,0,134.7,-5.5
529,2,0,114.4,-6.2
529,5,55.55618,112.8,8.4
529,3,0,121,-2.1
529,4,16.68557,125.9,2.8
529,6,94.38312,106.6,13.9
529,7,119.01695,99.1,18
529,8,109.94265,117.6,18.1
529,9,76.33302,104.6,14
529,10,43.07139,141.7,9
529,11,17.1056,179.2,3.9
529,12,0,170.6,-1.8
530,1,0,109.7,-6.8
530,2,0,89.2,-7
530,5,61.4392,94.4,9.2
530,3,0,92.8,-2.2
530,4,21.30174,86.5,3.3
530,6,97.74766,84.2,14.3
530,7,117.94574,89.9,17.8
530,8,106.03137,97.1,17.3
530,9,72.18171,87,13
530,10,39.18676,109.1,8
530,11,12.96451,118.3,2.9
530,12,0,124.8,-3.7
531,1,0,130.7,-6.9
531,2,0,106.7,-7.2
531,5,59.51907,102.1,8.9
531,3,0,114,-2.6
531,4,19.0943,100.2,3
531,6,97.6521,98.5,14.2
531,7,118.7198,94.5,17.9
531,8,106.49586,107.1,17.4
531,9,71.91153,95.4,12.9
531,10,38.50636,131,7.8
531,11,12.25913,151.8,2.7
531,12,0,161,-3.7
377,1,0,29.9,-17.7
377,2,0,21.8,-14.1
377,3,0,31.6,-6.2
377,5,74.32749,62.2,11
377,4,20.28662,39.4,3.3
377,6,112.65673,103.3,16.1
377,7,131.0395,90.1,19.2
377,8,109.1604,82.5,17.6
377,9,64.94889,74.7,11.8
377,10,25.78754,51.6,5.3
377,11,0,36.4,-4.3
377,12,0,29.1,-14.3
378,1,0,30.1,-18.1
378,2,0,24.1,-14.6
378,3,0,34.1,-6.8
378,5,72.81506,65.3,10.6
378,4,16.95984,39.9,2.6
378,6,111.62728,108.1,15.6
378,7,130.08204,96.7,18.9
378,8,107.73542,85.3,17.1
378,9,62.78826,80.8,11.1
378,10,23.41892,58.6,4.6
378,11,0,40.3,-5
378,12,0,28.2,-14.9
379,1,0,30,-18.5
379,2,0,19.4,-15
379,3,0,26.3,-7
379,5,73.66743,61,10.8
379,4,20.69672,38.5,3.2
379,6,112.55308,95.8,15.9
379,7,129.19341,81.7,18.9
379,8,108.11286,76.5,17.3
379,9,64.38324,59.5,11.5
379,10,25.70349,42,5.3
379,11,0,28.3,-4.8
379,12,0,24.7,-14.7
381,1,0,30.8,-16.9
381,2,0,20.1,-13.1
381,3,0,31.2,-5.6
381,5,76.37117,65,11.6
381,4,23.57886,46.5,3.9
381,6,112.59274,111.5,16.2
381,7,129.43815,90.9,19.2
381,8,108.79758,92.2,17.6
381,9,65.82765,76.6,12
381,10,27.67919,58.4,5.8
381,11,0,37.5,-3.8
381,12,0,28.4,-13.5
383,1,0,33.9,-15
383,2,0,25.6,-12.7
383,5,64.09051,69.6,9
383,3,0,40.8,-5.6
383,4,19.29802,46.4,2.7
383,6,100.40138,83.7,13.8
383,7,122.46498,80.9,17.7
383,8,104.74483,88.6,16.4
383,9,65.89757,86.7,11.3
383,10,29.21873,60.7,5.4
383,11,0,49,-2.6
383,12,0,40.9,-11.2
386,1,0,47.9,-17.7
386,2,0,34.9,-15
386,5,61.54648,64.8,7.8
386,3,0,44.8,-8
386,4,7.75747,45.1,0.8
386,6,95.8931,88.6,12.3
386,7,115.53967,88.8,15.8
386,8,101.32649,90,15.1
386,9,64.40417,86.2,10.3
386,10,28.0783,76.8,4.6
386,11,0,60.9,-3.6
386,12,0,53.6,-13.3
391,1,0,38,-16.4
391,2,0,28.3,-13.8
391,5,64.50768,71.4,8.8
391,3,0,42,-6.8
391,4,14.82672,48.2,2
391,6,101.87469,85.5,13.8
391,7,122.50777,88.5,17.5
391,8,103.29674,90.4,16
391,9,64.3015,83.6,10.8
391,10,27.09059,63.4,4.8
391,11,0,51.3,-3.6
391,12,0,43.8,-12.4
400,1,0,58.7,-18.9
400,2,0,42,-16.5
400,5,64.48998,62.6,8.3
400,3,0,49.7,-9.4
400,4,2.40155,47,0.3
400,6,103.02777,82.3,13.5
400,7,120.23894,88.2,16.7
400,8,100.24715,76.6,15
400,9,60.65499,84.9,9.7
400,10,24.08667,70.6,4
400,11,0,67.4,-4.5
400,12,0,60.7,-14.8
401,1,0,53.3,-17.8
401,2,0,41.8,-15.8
401,5,65.30772,73.1,8.7
401,3,0,53,-8.7
401,4,6.55271,49.3,0.8
401,6,103.99107,96.1,14
401,7,120.33589,100.1,17
401,8,100.44021,99.5,15.3
401,9,63.03837,103.9,10.3
401,10,25.66902,79.1,4.4
401,11,0,68.6,-3.7
401,12,0,62,-14.1
407,1,0,60.7,-14.9
407,2,0,50.8,-13
407,5,69.22533,72.6,10
407,3,0,58.7,-6.5
407,4,15.6932,56.5,2.2
407,6,105.78511,88.3,14.9
407,7,122.80736,78,18
407,8,104.93505,91.9,16.7
407,9,65.86321,89.9,11.6
407,10,28.96722,78.6,5.6
407,11,0,69.9,-2
407,12,0,70.8,-11.3
408,1,0,57.8,-16.2
408,2,0,47.8,-14.3
408,5,68.75337,74.7,9.9
408,3,0,59.3,-7.3
408,4,13.87522,59.7,1.9
408,6,105.15778,94.6,14.8
408,7,122.05613,91.2,17.9
408,8,103.18413,97.6,16.4
408,9,65.226,99.1,11.3
408,10,27.85018,83.6,5.3
408,11,0,72.9,-2.5
408,12,0,63.3,-12.3
409,1,0,60.4,-13.1
409,2,0,49.8,-11.6
409,5,70.02763,71.7,10.4
409,3,0,58,-5.3
409,4,19.52757,64.2,3.1
409,6,106.00717,82,15.3
409,7,124.57199,73.7,18.6
409,8,106.00965,89.8,17.2
409,9,68.82978,93.7,12.4
409,10,32.05118,80.1,6.5
409,11,0,74.9,-0.6
409,12,0,70.6,-9.2
410,1,0,81.6,-10.5
410,2,0,54.2,-9.8
410,5,63.22439,71.4,8.9
410,3,0,61.5,-4.3
410,4,24.13097,52.9,3.4
410,6,92.51568,81,12.8
410,7,112.94409,66.4,16.4
410,8,104.1264,88.3,16.5
410,9,72.58748,92.7,12.6
410,10,37.79151,85.1,7.2
410,11,4.46843,85.9,0.9
410,12,0,92.6,-6.9
411,1,0,65.9,-12.3
411,2,0,50.7,-10.9
411,5,69.58448,73,10.6
411,3,0,58.5,-4.5
411,4,22.15195,64.9,3.6
411,6,105.57598,74.9,15.5
411,7,124.54218,75.1,18.8
411,8,106.28752,89,17.4
411,9,70.13309,98.9,12.7
411,10,33.2011,82,6.8
411,11,0,78.9,0
411,12,0,75.8,-8.4
412,1,0,69.8,-10
412,2,0,59.4,-9.2
412,5,61.55713,76,9.1
412,3,0,56.4,-3.8
412,4,24.38591,83.9,3.7
412,6,94.20664,82.2,13.5
412,7,118.00678,60.1,17.6
412,8,107.31941,90.9,17.4
412,9,74.17833,93,13.3
412,10,38.93066,96.1,7.8
412,11,7.81027,88.7,1.7
412,12,0,87.8,-6.2
413,1,0,72.7,-11.3
413,2,0,60.9,-9.8
413,5,71.952,77.1,11.3
413,3,0,63.3,-3.5
413,4,25.50639,66.9,4.4
413,6,107.59237,82.2,16.1
413,7,123.80612,75.9,19
413,8,106.39218,85.7,17.7
413,9,71.11487,92.8,13.2
413,10,33.9992,80.8,7.1
413,11,2.36429,87.4,0.6
413,12,0,87.9,-7.7
541,1,0,68.4,-10.6
541,2,0,60,-9.1
541,5,77.01543,80.6,12.7
541,3,0,69.5,-2.6
541,4,28.64609,74.9,5.5
541,6,115.76659,89.1,17.8
541,7,132.76475,91.5,20.6
541,8,112.87043,102.7,19.2
541,9,73.89609,92.4,14.3
541,10,35.19745,82.2,8.1
541,11,4.57772,93.7,1.4
541,12,0,89.5,-7.1
542,1,0,54.3,-11.7
542,2,0,50.8,-10.2
542,5,75.73285,75.6,12.4
542,3,0,56.5,-3.3
542,4,27.18704,65.1,5.2
542,6,114.15123,82.8,17.5
542,7,131.29388,75.9,20.4
542,8,112.23923,80,19
542,9,73.29402,79.5,14.2
542,10,34.28297,74.5,7.7
542,11,3.1526,71.4,1
542,12,0,74.8,-8
543,1,0,63.3,-11.5
543,2,0,57.4,-9.8
543,5,75.82885,76.2,12.4
543,3,0,65.5,-3
543,4,28.16609,72.7,5.3
543,6,113.76878,88.4,17.4
543,7,129.85017,89,20.1
543,8,111.01425,93.7,18.8
543,9,72.89432,89.3,14
543,10,34.69377,79.5,7.8
543,11,3.56885,87.4,1.1
543,12,0,85.4,-7.6
544,1,0,59.8,-10.7
544,2,0,59.8,-9.3
544,5,77.12832,73,12.7
544,3,0,64.4,-2.7
544,4,29.1641,70.1,5.6
544,6,115.02313,81,17.8
544,7,131.66127,88.4,20.6
544,8,112.32509,91.6,19.2
544,9,74.40749,86.9,14.4
544,10,35.25624,77,8.1
544,11,4.59842,85,1.4
544,12,0,81.9,-7.3
545,1,0,56.3,-11.1
545,2,0,51.8,-9.6
545,5,76.62745,69.2,12.7
545,3,0,57.1,-2.9
545,4,28.14824,61.9,5.5
545,6,115.30031,75,17.8
545,7,133.02415,74.6,20.8
545,8,113.80941,77.7,19.4
545,9,74.76947,77.7,14.6
545,10,35.28182,71.4,8.2
545,11,4.53064,77,1.4
545,12,0,76.7,-7.5
546,1,0,65.9,-10.1
546,2,0,65.8,-8.7
546,5,77.17482,73.8,12.9
546,3,0,66.5,-2.4
546,4,30.37322,74.2,5.9
