year,ECODISTRIC,Province_ID,Texture,deltaSOCAdj
2002,479,QC,fine,0.275821274
2003,479,QC,fine,0.278895574
2004,479,QC,fine,0.236401574
2005,479,QC,fine,0.235096374
2006,479,QC,fine,0.192322874
2007,479,QC,fine,0.164936974
2008,479,QC,fine,0.275856274
2009,479,QC,fine,0.170091774
2010,479,QC,fine,0.218399374
2011,479,QC,fine,0.291419574
2012,479,QC,fine,0.129087674
2013,479,QC,fine,0.295777374
2014,479,QC,fine,0.243661374
2015,479,QC,fine,0.137187774
2016,479,QC,fine,0.303224764
2017,479,QC,fine,0.274538674
2018,479,QC,fine,0.221108174
2019,479,QC,fine,0.206271774
2020,479,QC,fine,0.273280774
2021,479,QC,fine,0.237389374
2022,479,QC,fine,0.334274184
1990,479,QC,medium,-0.032408782
1991,479,QC,medium,-0.015163062
1992,479,QC,medium,-0.096382772
1993,479,QC,medium,0.074665848
1994,479,QC,medium,-0.027682062
1995,479,QC,medium,-0.113569472
1996,479,QC,medium,-0.048846592
1997,479,QC,medium,-0.026490242
1998,479,QC,medium,0.014590528
1999,479,QC,medium,0.025753998
2000,479,QC,medium,-0.013109212
2001,479,QC,medium,-0.068813272
2002,479,QC,medium,0.084608068
2003,479,QC,medium,0.087123708
2004,479,QC,medium,0.045426011
2005,479,QC,medium,0.043592544
2006,479,QC,medium,0.001646048
2007,479,QC,medium,-0.025418212
2008,479,QC,medium,0.081568538
2009,479,QC,medium,-0.021180292
2010,479,QC,medium,0.025122798
2011,479,QC,medium,0.095549178
2012,479,QC,medium,-0.061997772
2013,479,QC,medium,0.098987298
2014,479,QC,medium,0.048340107
2015,479,QC,medium,-0.055198272
2016,479,QC,medium,0.105218538
2017,479,QC,medium,0.077303568
2018,479,QC,medium,0.025232218
2019,479,QC,medium,0.010473188
2020,479,QC,medium,0.075072938
2021,479,QC,medium,0.040070203
2022,479,QC,medium,0.133660308
1990,481,QC,medium,-0.049351307
1991,481,QC,medium,-0.040531557
1992,481,QC,medium,-0.123652297
1993,481,QC,medium,0.098951463
1994,481,QC,medium,-0.048400957
1995,481,QC,medium,-0.158567497
1996,481,QC,medium,-0.060308897
1997,481,QC,medium,-0.046935687
1998,481,QC,medium,0.011495363
1999,481,QC,medium,0.014175673
2000,481,QC,medium,-0.050501387
2001,481,QC,medium,-0.157267397
2002,481,QC,medium,0.165866803
2003,481,QC,medium,0.120482333
2004,481,QC,medium,0.044264124
2005,481,QC,medium,-0.031821057
2006,481,QC,medium,0.000887313
2007,481,QC,medium,-0.085958797
2008,481,QC,medium,0.094161883
2009,481,QC,medium,0.010351823
2010,481,QC,medium,0.001957483
2011,481,QC,medium,0.133265343
2012,481,QC,medium,-0.113256897
2013,481,QC,medium,0.088800073
2014,481,QC,medium,0.017874693
2015,481,QC,medium,-0.132842497
2016,481,QC,medium,0.056981933
2017,481,QC,medium,0.039368406
2018,481,QC,medium,0.029976933
2019,481,QC,medium,-0.018173147
2020,481,QC,medium,0.116095183
2021,481,QC,medium,0.093633083
2022,481,QC,medium,0.101098953
1990,482,QC,coarse,0.150485246
1991,482,QC,coarse,0.167582046
1992,482,QC,coarse,0.127138046
1993,482,QC,coarse,0.235264306
1994,482,QC,coarse,0.150568146
1995,482,QC,coarse,0.128337046
1996,482,QC,coarse,0.172520946
1997,482,QC,coarse,0.197063546
1998,482,QC,coarse,0.240037836
1999,482,QC,coarse,0.256978846
2000,482,QC,coarse,0.243936946
2001,482,QC,coarse,0.140848446
2002,482,QC,coarse,0.283143516
2003,482,QC,coarse,0.250723876
2004,482,QC,coarse,0.280706786
2005,482,QC,coarse,0.265354966
2006,482,QC,coarse,0.231682446
2007,482,QC,coarse,0.175323646
2008,482,QC,coarse,0.229148246
2009,482,QC,coarse,0.119608146
2010,482,QC,coarse,0.204828746
2011,482,QC,coarse,0.266953816
2012,482,QC,coarse,0.214364446
2013,482,QC,coarse,0.279502696
2014,482,QC,coarse,0.204256846
2015,482,QC,coarse,0.242434696
2016,482,QC,coarse,0.276043936
2017,482,QC,coarse,0.260023956
2018,482,QC,coarse,0.231259646
2019,482,QC,coarse,0.218578946
2020,482,QC,coarse,0.197627646
2021,482,QC,coarse,0.172706646
2022,482,QC,coarse,0.280293296
1990,482,QC,medium,-0.01615321
1991,482,QC,medium,0.00575336
1992,482,QC,medium,-0.07104273
1993,482,QC,medium,0.1112413
1994,482,QC,medium,-0.04165768
1995,482,QC,medium,-0.08447804
1996,482,QC,medium,-0.01050166
1997,482,QC,medium,0.029684935
1998,482,QC,medium,0.10035369
1999,482,QC,medium,0.12583386
2000,482,QC,medium,0.09979833
2001,482,QC,medium,-0.08071624
2002,482,QC,medium,0.16346866
2003,482,QC,medium,0.10595511
2004,482,QC,medium,0.15583726
2005,482,QC,medium,0.12740746
2006,482,QC,medium,0.06760384
2007,482,QC,medium,-0.03061705
2008,482,QC,medium,0.06082627
2009,482,QC,medium,-0.12869144
2010,482,QC,medium,0.017849955
2011,482,QC,medium,0.12362976
2012,482,QC,medium,0.0317455
2013,482,QC,medium,0.14218146
2014,482,QC,medium,0.011626418
2015,482,QC,medium,0.0762609
2016,482,QC,medium,0.13262126
2017,482,QC,medium,0.1035838
2018,482,QC,medium,0.05332885
2019,482,QC,medium,0.03102542
2020,482,QC,medium,-0.00512252
2021,482,QC,medium,-0.04771856
2022,482,QC,medium,0.13595096
1990,482,QC,na,0.006957995
1991,482,QC,na,0.022518725
1992,482,QC,na,-0.030240735
1993,482,QC,na,0.096483965
1994,482,QC,na,-0.008044245
1995,482,QC,na,-0.037708885
1996,482,QC,na,0.013514105
1997,482,QC,na,0.041833208
1998,482,QC,na,0.092053135
1999,482,QC,na,0.111102745
2000,482,QC,na,0.094076665
2001,482,QC,na,-0.031164465
2002,482,QC,na,0.138413225
2003,482,QC,na,0.099438265
2004,482,QC,na,0.134581605
2005,482,QC,na,0.115448925
2006,482,QC,na,0.074105955
2007,482,QC,na,0.005516035
2008,482,QC,na,0.069117465
2009,482,QC,na,-0.062745885
2010,482,QC,na,0.038632602
2011,482,QC,na,0.113133745
2012,482,QC,na,0.049849165
2013,482,QC,na,0.127133965
2014,482,QC,na,0.036593897
2015,482,QC,na,0.081480895
2016,482,QC,na,0.121371505
2017,482,QC,na,0.101745805
2018,482,QC,na,0.066689825
2019,482,QC,na,0.050879925
2020,482,QC,na,0.025324432
2021,482,QC,na,-0.004928455
2022,482,QC,na,0.123469515
1990,483,QC,coarse,0.141486115
1991,483,QC,coarse,0.191682115
1992,483,QC,coarse,0.107835515
1993,483,QC,coarse,0.143063715
1994,483,QC,coarse,0.165727415
1995,483,QC,coarse,0.151908115
1996,483,QC,coarse,0.181315015
1997,483,QC,coarse,0.232672215
1998,483,QC,coarse,0.244967015
1999,483,QC,coarse,0.279520135
2000,483,QC,coarse,0.259128815
2001,483,QC,coarse,0.070608815
2002,483,QC,coarse,0.221846315
2003,483,QC,coarse,0.195648915
2004,483,QC,coarse,0.260005715
2005,483,QC,coarse,0.260047215
2006,483,QC,coarse,0.245008315
2007,483,QC,coarse,0.219113115
2008,483,QC,coarse,0.234587215
2009,483,QC,coarse,0.130909115
2010,483,QC,coarse,0.159201715
2011,483,QC,coarse,0.293970165
2012,483,QC,coarse,0.242906615
2013,483,QC,coarse,0.315478055
2014,483,QC,coarse,0.216541415
2015,483,QC,coarse,0.205637015
2016,483,QC,coarse,0.278094775
2017,483,QC,coarse,0.312978055
2018,483,QC,coarse,0.253028915
2019,483,QC,coarse,0.245295815
2020,483,QC,coarse,0.176855715
2021,483,QC,coarse,0.203051115
2022,483,QC,coarse,0.238549215
1990,483,QC,medium,0.226358223
1991,483,QC,medium,0.291161923
1992,483,QC,medium,0.185748923
1993,483,QC,medium,0.231559923
1994,483,QC,medium,0.260146923
1995,483,QC,medium,0.242604923
1996,483,QC,medium,0.279988523
1997,483,QC,medium,0.344301323
1998,483,QC,medium,0.358657123
1999,483,QC,medium,0.401481123
2000,483,QC,medium,0.374967223
2001,483,QC,medium,0.138352523
2002,483,QC,medium,0.331631723
2003,483,QC,medium,0.297240723
2004,483,QC,medium,0.378215223
2005,483,QC,medium,0.377235323
2006,483,QC,medium,0.358051523
2007,483,QC,medium,0.325650223
2008,483,QC,medium,0.345616123
2009,483,QC,medium,0.215543923
2010,483,QC,medium,0.252972923
2011,483,QC,medium,0.422172923
2012,483,QC,medium,0.355901923
2013,483,QC,medium,0.447222323
2014,483,QC,medium,0.321910823
2015,483,QC,medium,0.309608823
2016,483,QC,medium,0.400986923
2017,483,QC,medium,0.443610023
2018,483,QC,medium,0.367432923
2019,483,QC,medium,0.358456023
2020,483,QC,medium,0.272951023
2021,483,QC,medium,0.307174023
2022,483,QC,medium,0.351669523
1990,484,NB,medium,0.065936044
1991,484,NB,medium,0.038067764
1992,484,NB,medium,-0.052119156
1993,484,NB,medium,0.171536084
1994,484,NB,medium,0.070624594
1995,484,NB,medium,-0.030396756
1996,484,NB,medium,0.092647874
1997,484,NB,medium,0.093020934
1998,484,NB,medium,0.075516284
1999,484,NB,medium,0.027154174
2000,484,NB,medium,0.049256204
2001,484,NB,medium,0.074258934
2002,484,NB,medium,0.063125774
2003,484,NB,medium,0.179016374
2004,484,NB,medium,0.095802924
2005,484,NB,medium,0.072455534
2006,484,NB,medium,0.044058764
2007,484,NB,medium,-0.023469756
2008,484,NB,medium,0.133587444
2009,484,NB,medium,0.021016644
2010,484,NB,medium,0.003398744
2011,484,NB,medium,0.195665174
2012,484,NB,medium,-0.012153456
2013,484,NB,medium,0.118169249
2014,484,NB,medium,0.037786394
2015,484,NB,medium,0.066732554
2016,484,NB,medium,0.150499804
2017,484,NB,medium,0.060110124
2018,484,NB,medium,0.201230614
2019,484,NB,medium,-0.188230356
2020,484,NB,medium,0.337662444
2021,484,NB,medium,0.109179344
2022,484,NB,medium,0.396008944
1990,484,QC,medium,0.002278627
1991,484,QC,medium,-0.059575226
1992,484,QC,medium,-0.125588003
1993,484,QC,medium,0.060885707
1994,484,QC,medium,-0.047404433
1995,484,QC,medium,-0.121893213
1996,484,QC,medium,-0.083857903
1997,484,QC,medium,-0.021005033
1998,484,QC,medium,-0.065483595
1999,484,QC,medium,-0.045950643
2000,484,QC,medium,-0.094464233
2001,484,QC,medium,-0.081160243
2002,484,QC,medium,-0.034136913
2003,484,QC,medium,0.073296307
2004,484,QC,medium,-0.018244153
2005,484,QC,medium,-0.052302692
2006,484,QC,medium,-0.034053853
2007,484,QC,medium,-0.090392113
2008,484,QC,medium,0.021554887
2009,484,QC,medium,-0.122937093
2010,484,QC,medium,-0.075286293
2011,484,QC,medium,0.033331177
2012,484,QC,medium,-0.185124693
2013,484,QC,medium,0.015597667
2014,484,QC,medium,-0.036059013
2015,484,QC,medium,-0.087358703
2016,484,QC,medium,0.113154207
2017,484,QC,medium,0.046416607
2018,484,QC,medium,-0.001356793
2019,484,QC,medium,-0.065780354
2020,484,QC,medium,0.026542957
2021,484,QC,medium,0.032379817
2022,484,QC,medium,0.017984537
1990,485,NB,coarse,0.107200631
1991,485,NB,coarse,0.023126291
1992,485,NB,coarse,-0.032235709
1993,485,NB,coarse,0.171252971
1994,485,NB,coarse,0.045915111
1995,485,NB,coarse,0.004734691
1996,485,NB,coarse,0.032924591
1997,485,NB,coarse,0.108712731
1998,485,NB,coarse,0.064452211
1999,485,NB,coarse,0.011348191
2000,485,NB,coarse,0.013098991
2001,485,NB,coarse,0.073467101
2002,485,NB,coarse,0.041391231
2003,485,NB,coarse,0.141047551
2004,485,NB,coarse,0.121266847
2005,485,NB,coarse,0.114904418
2006,485,NB,coarse,0.101142831
2007,485,NB,coarse,0.023949131
2008,485,NB,coarse,0.179787561
2009,485,NB,coarse,0.135143171
2010,485,NB,coarse,0.015667291
2011,485,NB,coarse,0.133771561
2012,485,NB,coarse,-0.049780809
2013,485,NB,coarse,0.083389781
2014,485,NB,coarse,0.032132031
2015,485,NB,coarse,0.043956911
2016,485,NB,coarse,0.106143071
2017,485,NB,coarse,0.020337191
2018,485,NB,coarse,0.071956401
2019,485,NB,coarse,-0.070906509
2020,485,NB,coarse,0.178345441
2021,485,NB,coarse,0.007602191
2022,485,NB,coarse,0.264185791
1990,485,NB,medium,0.121025227
1991,485,NB,medium,0.031507457
1992,485,NB,medium,-0.027390043
1993,485,NB,medium,0.189812257
1994,485,NB,medium,0.056255297
1995,485,NB,medium,0.012377957
1996,485,NB,medium,0.042540257
1997,485,NB,medium,0.123472647
1998,485,NB,medium,0.076308387
1999,485,NB,medium,0.019674357
2000,485,NB,medium,0.021586557
2001,485,NB,medium,0.086062017
2002,485,NB,medium,0.051898817
2003,485,NB,medium,0.158179696
2004,485,NB,medium,0.137032427
2005,485,NB,medium,0.130151597
2006,485,NB,medium,0.115397787
2007,485,NB,medium,0.033032257
2008,485,NB,medium,0.199190157
2009,485,NB,medium,0.151515981
2010,485,NB,medium,0.024027557
2011,485,NB,medium,0.149899133
2012,485,NB,medium,-0.045798643
2013,485,NB,medium,0.096334097
2014,485,NB,medium,0.041864157
2015,485,NB,medium,0.054601387
2016,485,NB,medium,0.121031007
2017,485,NB,medium,0.029587657
2018,485,NB,medium,0.084469667
2019,485,NB,medium,-0.067926843
2020,485,NB,medium,0.197690517
2021,485,NB,medium,0.015657557
2022,485,NB,medium,0.288827957
1990,486,NB,coarse,0.067991333
1991,486,NB,coarse,0.018457513
1992,486,NB,coarse,-0.045268837
1993,486,NB,coarse,0.135221243
1994,486,NB,coarse,0.020763873
1995,486,NB,coarse,-0.013022237
1996,486,NB,coarse,-0.002801157
1997,486,NB,coarse,0.094215593
1998,486,NB,coarse,0.035142053
1999,486,NB,coarse,0.013149273
2000,486,NB,coarse,0.013475473
2001,486,NB,coarse,0.063931413
2002,486,NB,coarse,0.033504463
2003,486,NB,coarse,0.084414382
2004,486,NB,coarse,0.045119663
2005,486,NB,coarse,0.049538743
2006,486,NB,coarse,0.039807293
2007,486,NB,coarse,-0.003721727
2008,486,NB,coarse,0.094590473
2009,486,NB,coarse,0.037074973
2010,486,NB,coarse,0.031368173
2011,486,NB,coarse,0.133550353
2012,486,NB,coarse,-0.021736237
2013,486,NB,coarse,0.113772463
2014,486,NB,coarse,0.075452839
2015,486,NB,coarse,0.081692105
2016,486,NB,coarse,0.125718573
2017,486,NB,coarse,0.067763303
2018,486,NB,coarse,0.066474683
2019,486,NB,coarse,-0.055294437
2020,486,NB,coarse,0.041079523
2021,486,NB,coarse,-0.076144837
2022,486,NB,coarse,0.180714863
1990,486,NB,medium,0.086498406
1991,486,NB,medium,0.004002186
1992,486,NB,medium,-0.100390214
1993,486,NB,medium,0.196480536
1994,486,NB,medium,0.005903686
1995,486,NB,medium,-0.048996414
1996,486,NB,medium,-0.031406214
1997,486,NB,medium,0.127895516
1998,486,NB,medium,0.029055266
1999,486,NB,medium,-0.007032614
2000,486,NB,medium,-0.006228414
2001,486,NB,medium,0.076506766
2002,486,NB,medium,0.025769396
2003,486,NB,medium,0.10935467
2004,486,NB,medium,0.044122196
2005,486,NB,medium,0.051554246
2006,486,NB,medium,0.035557646
2007,486,NB,medium,-0.035582114
2008,486,NB,medium,0.126045976
2009,486,NB,medium,0.030208016
2010,486,NB,medium,0.021013436
2011,486,NB,medium,0.188206736
2012,486,NB,medium,-0.067947314
2013,486,NB,medium,0.155757336
2014,486,NB,medium,0.091403756
2015,486,NB,medium,0.101372566
2016,486,NB,medium,0.172964866
2017,486,NB,medium,0.076765166
2018,486,NB,medium,0.074984256
2019,486,NB,medium,-0.124228414
2020,486,NB,medium,0.036043086
2021,486,NB,medium,-0.156113714
2022,486,NB,medium,0.266921086
1990,487,NB,coarse,0.071263232
1991,487,NB,coarse,0.061640822
1992,487,NB,coarse,-0.008350978
1993,487,NB,coarse,0.152681832
1994,487,NB,coarse,0.040068932
1995,487,NB,coarse,-0.001748378
1996,487,NB,coarse,0.018425502
1997,487,NB,coarse,0.080105352
1998,487,NB,coarse,0.055434302
1999,487,NB,coarse,0.037089332
2000,487,NB,coarse,0.029270132
2001,487,NB,coarse,0.069631162
2002,487,NB,coarse,0.065268772
2003,487,NB,coarse,0.089760572
2004,487,NB,coarse,0.062697732
2005,487,NB,coarse,0.076101372
2006,487,NB,coarse,0.039759322
2007,487,NB,coarse,0.012457662
2008,487,NB,coarse,0.119910372
2009,487,NB,coarse,0.050831302
2010,487,NB,coarse,0.019028782
2011,487,NB,coarse,0.126904672
2012,487,NB,coarse,-0.037875078
2013,487,NB,coarse,0.090436932
2014,487,NB,coarse,0.041900192
2015,487,NB,coarse,0.077718772
2016,487,NB,coarse,0.132840382
2017,487,NB,coarse,0.10924081
2018,487,NB,coarse,0.147123962
2019,487,NB,coarse,0.431080322
2020,487,NB,coarse,-0.099933978
2021,487,NB,coarse,-0.076658178
2022,487,NB,coarse,0.174442762
1990,487,NB,medium,0.094028036
1991,487,NB,medium,0.079090746
1992,487,NB,medium,-0.025295014
1993,487,NB,medium,0.215277516
1994,487,NB,medium,0.045169086
1995,487,NB,medium,-0.016211414
1996,487,NB,medium,0.014922086
1997,487,NB,medium,0.106805386
1998,487,NB,medium,0.067482766
1999,487,NB,medium,0.040395386
2000,487,NB,medium,0.029214786
2001,487,NB,medium,0.089443006
2002,487,NB,medium,0.082359916
2003,487,NB,medium,0.119132246
2004,487,NB,medium,0.078342206
2005,487,NB,medium,0.098382296
2006,487,NB,medium,0.044217986
2007,487,NB,medium,0.004237286
2008,487,NB,medium,0.164522662
2009,487,NB,medium,0.060338186
2010,487,NB,medium,0.013781086
2011,487,NB,medium,0.174690866
2012,487,NB,medium,-0.071530314
2013,487,NB,medium,0.121404096
2014,487,NB,medium,0.048031986
2015,487,NB,medium,0.101547406
2016,487,NB,medium,0.182642806
2017,487,NB,medium,0.145861846
2018,487,NB,medium,0.201794246
2019,487,NB,medium,0.621557486
2020,487,NB,medium,-0.172833014
2021,487,NB,medium,-0.131510114
2022,487,NB,medium,0.242634546
1990,487,QC,coarse,0.02101416
1991,487,QC,coarse,-0.02699622
1992,487,QC,coarse,-0.0797371
1993,487,QC,coarse,0.10416737
1994,487,QC,coarse,-0.00809867
1995,487,QC,coarse,-0.0577385
1996,487,QC,coarse,-0.01650345
1997,487,QC,coarse,0.03385654
1998,487,QC,coarse,0.00516918
1999,487,QC,coarse,0.0081582
2000,487,QC,coarse,-0.01242158
2001,487,QC,coarse,0.00219554
2002,487,QC,coarse,0.064335048
2003,487,QC,coarse,0.11907452
2004,487,QC,coarse,0.018459
2005,487,QC,coarse,0.02247419
2006,487,QC,coarse,0.03976858
2007,487,QC,coarse,-0.01905561
2008,487,QC,coarse,0.10432111
2009,487,QC,coarse,0.00088309
2010,487,QC,coarse,0.053143864
2011,487,QC,coarse,0.13203537
2012,487,QC,coarse,-0.03997636
2013,487,QC,coarse,0.10062566
2014,487,QC,coarse,0.03009587
2015,487,QC,coarse,-0.04217887
2016,487,QC,coarse,0.09117282
2017,487,QC,coarse,-4.42E-05
2018,487,QC,coarse,-0.0044381
2019,487,QC,coarse,-0.02186395
2020,487,QC,coarse,0.08289211
2021,487,QC,coarse,0.060571315
2022,487,QC,coarse,0.09674569
1990,487,QC,medium,0.017438348
1991,487,QC,medium,-0.045072482
1992,487,QC,medium,-0.113443782
1993,487,QC,medium,0.125098248
1994,487,QC,medium,-0.020765462
1995,487,QC,medium,-0.085346582
1996,487,QC,medium,-0.031745982
1997,487,QC,medium,0.033721768
1998,487,QC,medium,-0.003578812
1999,487,QC,medium,0.000180498
2000,487,QC,medium,-0.026515762
2001,487,QC,medium,-0.007494082
2002,487,QC,medium,0.073072263
2003,487,QC,medium,0.143802148
2004,487,QC,medium,0.012940948
2005,487,QC,medium,0.017846098
2006,487,QC,medium,0.040164128
2007,487,QC,medium,-0.036126782
2008,487,QC,medium,0.123484708
2009,487,QC,medium,-0.010882402
2010,487,QC,medium,0.056433808
2011,487,QC,medium,0.158006608
2012,487,QC,medium,-0.065015882
2013,487,QC,medium,0.117409218
2014,487,QC,medium,0.026534598
2015,487,QC,medium,-0.066641982
2016,487,QC,medium,0.106450478
2017,487,QC,medium,-0.011516172
2018,487,QC,medium,-0.017308902
2019,487,QC,medium,-0.039794582
2020,487,QC,medium,0.096019428
2021,487,QC,medium,0.066950341
2022,487,QC,medium,0.113478448
1990,488,NB,coarse,0.138356111
1991,488,NB,coarse,0.052684431
1992,488,NB,coarse,0.003695831
1993,488,NB,coarse,0.229265851
1994,488,NB,coarse,0.093051831
1995,488,NB,coarse,0.028338731
1996,488,NB,coarse,0.096941231
1997,488,NB,coarse,0.200910961
1998,488,NB,coarse,0.102907631
1999,488,NB,coarse,0.042284431
2000,488,NB,coarse,0.050007731
2001,488,NB,coarse,0.128309011
2002,488,NB,coarse,0.089179231
2003,488,NB,coarse,0.179746591
2004,488,NB,coarse,0.124358761
2005,488,NB,coarse,0.119180971
2006,488,NB,coarse,0.157998161
2007,488,NB,coarse,0.074272131
2008,488,NB,coarse,0.182717771
2009,488,NB,coarse,0.183724071
2010,488,NB,coarse,-0.053075769
2011,488,NB,coarse,0.21168715
2012,488,NB,coarse,0.044400631
2013,488,NB,coarse,0.134224641
2014,488,NB,coarse,0.051184631
2015,488,NB,coarse,0.244970531
2016,488,NB,coarse,0.244282571
2017,488,NB,coarse,0.099385331
2018,488,NB,coarse,0.229582891
2019,488,NB,coarse,0.184496471
2020,488,NB,coarse,0.258775651
2021,488,NB,coarse,0.276724501
2022,488,NB,coarse,0.468418231
1990,488,NB,medium,0.172530925
1991,488,NB,medium,0.072211625
1992,488,NB,medium,0.015499725
1993,488,NB,medium,0.280392193
1994,488,NB,medium,0.119775525
1995,488,NB,medium,0.044450325
1996,488,NB,medium,0.125459225
1997,488,NB,medium,0.247101255
1998,488,NB,medium,0.131541825
1999,488,NB,medium,0.060825225
2000,488,NB,medium,0.070404825
2001,488,NB,medium,0.162358325
2002,488,NB,medium,0.116212125
2003,488,NB,medium,0.222368415
2004,488,NB,medium,0.156919925
2005,488,NB,medium,0.150893125
2006,488,NB,medium,0.196308725
2007,488,NB,medium,0.098008925
2008,488,NB,medium,0.225540585
2009,488,NB,medium,0.226213775
2010,488,NB,medium,-0.051165275
2011,488,NB,medium,0.260250485
2012,488,NB,medium,0.063340125
2013,488,NB,medium,0.169021825
2014,488,NB,medium,0.071424225
2015,488,NB,medium,0.298474015
2016,488,NB,medium,0.296339065
2017,488,NB,medium,0.126194125
2018,488,NB,medium,0.278618005
2019,488,NB,medium,0.224733805
2020,488,NB,medium,0.310674985
2021,488,NB,medium,0.329680465
2022,488,NB,medium,0.549779625
1990,489,NB,coarse,0.027479198
1991,489,NB,coarse,-0.028679752
1992,489,NB,coarse,-0.086993992
1993,489,NB,coarse,0.102352378
1994,489,NB,coarse,-0.026562772
1995,489,NB,coarse,-0.050122112
1996,489,NB,coarse,-0.040949852
1997,489,NB,coarse,0.037434748
1998,489,NB,coarse,0.009192678
1999,489,NB,coarse,-0.018835212
2000,489,NB,coarse,-0.028220232
2001,489,NB,coarse,0.018857674
2002,489,NB,coarse,0.005822898
2003,489,NB,coarse,0.060989068
2004,489,NB,coarse,0.013088593
2005,489,NB,coarse,0.024248264
2006,489,NB,coarse,0.003060018
2007,489,NB,coarse,-0.022007892
2008,489,NB,coarse,0.068943838
2009,489,NB,coarse,0.044027808
2010,489,NB,coarse,-0.001200582
2011,489,NB,coarse,0.096278188
2012,489,NB,coarse,-0.098175092
2013,489,NB,coarse,0.068226038
2014,489,NB,coarse,0.030219518
2015,489,NB,coarse,0.055343938
2016,489,NB,coarse,0.102944608
2017,489,NB,coarse,0.048607368
2018,489,NB,coarse,0.071432998
2019,489,NB,coarse,-0.078916142
2020,489,NB,coarse,-0.051040892
2021,489,NB,coarse,-0.169816192
2022,489,NB,coarse,0.144206708
1990,489,NB,medium,0.174922758
1991,489,NB,medium,0.101776958
1992,489,NB,medium,0.025234758
1993,489,NB,medium,0.289650208
1994,489,NB,medium,0.114331858
1995,489,NB,medium,0.084082658
1996,489,NB,medium,0.098813958
1997,489,NB,medium,0.208561758
1998,489,NB,medium,0.170443558
1999,489,NB,medium,0.132578158
2000,489,NB,medium,0.120544658
2001,489,NB,medium,0.186205558
2002,489,NB,medium,0.168865258
2003,489,NB,medium,0.245278618
2004,489,NB,medium,0.179578958
2005,489,NB,medium,0.195275858
2006,489,NB,medium,0.166449558
2007,489,NB,medium,0.132433758
2008,489,NB,medium,0.258128338
2009,489,NB,medium,0.223943358
2010,489,NB,medium,0.161818358
2011,489,NB,medium,0.296216418
2012,489,NB,medium,0.028651058
2013,489,NB,medium,0.258413838
2014,489,NB,medium,0.206288958
2015,489,NB,medium,0.240975058
2016,489,NB,medium,0.306459328
2017,489,NB,medium,0.231376158
2018,489,NB,medium,0.262776168
2019,489,NB,medium,0.055891758
2020,489,NB,medium,0.095101158
2021,489,NB,medium,-0.067436242
2022,489,NB,medium,0.366277518
1990,490,NB,coarse,0.082741988
1991,490,NB,coarse,0.040727288
1992,490,NB,coarse,-0.019226632
1993,490,NB,coarse,0.156337488
1994,490,NB,coarse,0.048848738
1995,490,NB,coarse,0.011012368
1996,490,NB,coarse,0.028265108
1997,490,NB,coarse,0.101366858
1998,490,NB,coarse,0.057648288
1999,490,NB,coarse,0.044575758
2000,490,NB,coarse,0.051086568
2001,490,NB,coarse,0.081386558
2002,490,NB,coarse,0.052243688
2003,490,NB,coarse,0.134547198
2004,490,NB,coarse,0.062776798
2005,490,NB,coarse,0.071796468
2006,490,NB,coarse,0.051097388
2007,490,NB,coarse,0.040615288
2008,490,NB,coarse,0.121721249
2009,490,NB,coarse,0.113108912
2010,490,NB,coarse,0.124301613
2011,490,NB,coarse,0.236446268
2012,490,NB,coarse,0.002165968
2013,490,NB,coarse,0.204141818
2014,490,NB,coarse,0.087775188
2015,490,NB,coarse,0.090254478
2016,490,NB,coarse,0.113634791
2017,490,NB,coarse,0.079200508
2018,490,NB,coarse,0.072263048
2019,490,NB,coarse,-0.083603032
2020,490,NB,coarse,0.038682788
2021,490,NB,coarse,-0.099488032
2022,490,NB,coarse,0.213595568
1990,490,NB,medium,0.112961962
1991,490,NB,medium,0.046650592
1992,490,NB,medium,-0.046366008
1993,490,NB,medium,0.228124692
1994,490,NB,medium,0.057833592
1995,490,NB,medium,-0.000428908
1996,490,NB,medium,0.027319192
1997,490,NB,medium,0.141313012
1998,490,NB,medium,0.071587692
1999,490,NB,medium,0.051076092
2000,490,NB,medium,0.061317092
2001,490,NB,medium,0.108239432
2002,490,NB,medium,0.062131192
2003,490,NB,medium,0.190317312
2004,490,NB,medium,0.076945192
2005,490,NB,medium,0.091385402
2006,490,NB,medium,0.059097092
2007,490,NB,medium,0.043152292
2008,490,NB,medium,0.16968969
2009,490,NB,medium,0.154797822
2010,490,NB,medium,0.171485494
2011,490,NB,medium,0.344815892
2012,490,NB,medium,-0.022383608
2013,490,NB,medium,0.294750692
2014,490,NB,medium,0.111027522
2015,490,NB,medium,0.115826792
2016,490,NB,medium,0.152366532
2017,490,NB,medium,0.098313952
2018,490,NB,medium,0.086471792
2019,490,NB,medium,-0.155970308
2020,490,NB,medium,0.037394992
2021,490,NB,medium,-0.177355908
2022,490,NB,medium,0.311529392
1990,493,NB,coarse,0.041562091
1991,493,NB,coarse,-0.009655669
1992,493,NB,coarse,-0.107747229
1993,493,NB,coarse,0.149336141
1994,493,NB,coarse,-0.005644449
1995,493,NB,coarse,-0.042572829
1996,493,NB,coarse,-0.042259429
1997,493,NB,coarse,0.109930351
1998,493,NB,coarse,0.025766831
1999,493,NB,coarse,-0.001499089
2000,493,NB,coarse,-0.004766679
2001,493,NB,coarse,0.033625471
2002,493,NB,coarse,0.007533041
2003,493,NB,coarse,0.109459901
2004,493,NB,coarse,0.034778841
