"","ECODISTRIC","Province_ID","Texture","DeltaSOC_avg"
"235",550,"ON","medium",0.102853283424242
"236",551,"ON","coarse",0.0981314371818182
"237",551,"ON","fine",-0.0026416406969697
"238",551,"ON","medium",0.148064653545455
"239",552,"ON","coarse",0.0416913845757576
"240",552,"ON","medium",0.132957276666667
"241",553,"ON","coarse",0.0763471582424242
"242",553,"ON","fine",0.092052106969697
"243",553,"ON","medium",0.152262876363636
"244",554,"ON","coarse",0.0384344265151515
"245",554,"ON","medium",0.153732394272727
"246",555,"ON","coarse",0.0381488181212121
"247",555,"ON","fine",-0.0275684418787879
"248",555,"ON","medium",0.114996214787879
"249",556,"ON","coarse",0.0578745944848485
"250",556,"ON","fine",-0.0168046476060606
"251",556,"ON","medium",0.0684546746969697
"252",557,"ON","coarse",0.114210250242424
"253",557,"ON","medium",0.00904955348484849
"254",558,"ON","coarse",0.0933617293333333
"255",558,"ON","fine",0.0362878823030303
"256",558,"ON","medium",0.0558232553939394
"257",559,"ON","medium",0.078800592969697
"258",560,"ON","coarse",0.0414102817272727
"259",560,"ON","medium",0.0834800513939394
"260",561,"ON","coarse",0.0584007989393939
"261",561,"ON","fine",0.129826878818182
"262",561,"ON","medium",0.0626245648787879
"263",562,"ON","fine",0.093916089
"264",562,"ON","medium",0.00620950984848485
"265",563,"ON","medium",0.0107762952727273
"266",564,"ON","coarse",0.0689985145757576
"267",564,"ON","fine",-0.000475498757575757
"268",564,"ON","medium",0.0104566075151515
"269",565,"ON","coarse",0.175417455272727
"270",565,"ON","fine",0.0665587431212121
"271",565,"ON","medium",0.0753386773333333
"272",566,"ON","coarse",0.0760913502424242
"273",566,"ON","fine",0.0186815295757576
"274",566,"ON","medium",0.00491673621212121
"275",567,"ON","coarse",0.0446770035151515
"276",567,"ON","fine",0.0297203585454545
"277",567,"ON","medium",0.0441890616363636
"278",568,"ON","coarse",0.0707318804848485
"279",568,"ON","fine",0.141988089363636
"280",568,"ON","medium",0.0255277335151515
"281",569,"ON","coarse",-0.0989593026969697
"282",569,"ON","fine",0.00769758403030303
"283",569,"ON","medium",0.114297062757576
"284",570,"ON","coarse",0.142744031
"285",570,"ON","fine",0.120850203515152
"286",570,"ON","medium",0.0498015406060606
"287",571,"ON","coarse",0.0652239389090909
"288",571,"ON","fine",0.0862981823333333
"289",571,"ON","medium",0.0374083997878788
"290",572,"ON","coarse",0.0832219285757576
"291",572,"ON","fine",0.117137488909091
"292",572,"ON","medium",0.083607095969697
"293",581,"BC","coarse",-0.0902014639090909
"294",581,"BC","medium",-0.0212076216060606
"295",583,"AB","fine",-0.104846384030303
"296",583,"AB","medium",-0.146241420151515
"297",583,"BC","fine",-0.0801702521818182
"298",583,"BC","medium",0.0269398145151515
"299",584,"AB","fine",-0.162110585090909
"300",585,"BC","coarse",0.0160533124545455
"301",585,"BC","fine",0.176281295393939
"302",585,"BC","medium",0.0537676906666667
"303",586,"AB","coarse",0.0743929239090909
"304",586,"AB","fine",-0.0515507892121212
"305",586,"AB","medium",-0.0169435517575758
"306",587,"AB","coarse",0.0340284075757576
"307",587,"AB","medium",-0.0110283973030303
"308",588,"AB","coarse",0.00218633424242424
"309",588,"AB","fine",-0.0175779356969697
"310",588,"AB","medium",-0.0225691608181818
"311",589,"AB","coarse",-0.0106886665454545
"312",589,"AB","medium",-0.0405231338484848
"313",590,"AB","fine",0.009116696
"314",590,"AB","medium",-0.0465171718787879
"315",591,"AB","coarse",0.113353934121212
"316",591,"AB","fine",-0.0161506546969697
"317",591,"AB","medium",-0.0388202029393939
"318",591,"BC","coarse",0.0654319846060606
"319",591,"BC","fine",0.0825813989393939
"320",591,"BC","medium",0.00158670012121212
"321",592,"AB","coarse",0.0360508184848485
"322",592,"AB","fine",7.28739999999986e-05
"323",592,"AB","medium",0.253659506242424
"324",593,"AB","fine",0.0661701088484849
"325",593,"AB","medium",0.113472163121212
"326",594,"AB","fine",-0.0200724268787879
"327",595,"AB","fine",0.0554661602121212
"328",595,"AB","medium",-0.0228575315757576
"329",596,"AB","coarse",0.00866859603030303
"330",596,"AB","fine",0.0161968583636364
"331",596,"AB","medium",-0.0177307323333333
"332",597,"AB","coarse",0.027182267
"333",597,"AB","fine",-0.0299908425454545
"334",597,"AB","medium",0.0619090708181818
"335",598,"AB","fine",-0.0022711646060606
"336",598,"AB","medium",0.00583427872727273
"337",599,"AB","fine",0.100456711484848
"338",599,"AB","medium",0.106135747060606
"339",600,"AB","coarse",0.0343136864242424
"340",600,"AB","fine",-0.0694554576666667
"341",600,"AB","medium",-0.00196284454545455
"342",609,"AB","fine",-0.0615674692121212
"343",610,"AB","coarse",0.00651623321212121
"344",610,"AB","fine",-0.0233795515151515
"345",610,"AB","medium",0.0751663514242424
"346",611,"AB","coarse",-0.00350222754545455
"347",611,"AB","fine",-0.0734915033030303
"348",611,"AB","medium",-0.0327702622424242
"349",612,"AB","fine",-0.0328778474242424
"350",612,"AB","medium",0.0415553561212121
"351",615,"AB","coarse",-0.0106227351212121
"352",615,"AB","medium",0.00387618757575757
"353",616,"AB","coarse",0.0970950395151515
"354",616,"AB","medium",0.113765965121212
"355",617,"AB","coarse",0.0151130402727273
"356",617,"AB","fine",0.0461899188181818
"357",617,"AB","medium",0.0143645696060606
"358",618,"AB","coarse",0.0206453515151515
"359",618,"AB","fine",-0.062072616
"360",618,"AB","medium",0.0062133326969697
"361",618,"BC","coarse",0.0101946519090909
"362",618,"BC","fine",-0.0426781683939394
"363",618,"BC","medium",-0.0368973777272727
"364",619,"AB","medium",-0.000840807333333334
"365",622,"AB","coarse",0.0823469017878788
"366",622,"AB","medium",0.000936051575757576
"367",623,"AB","coarse",0.0359007687575758
"368",623,"AB","fine",-0.0373827644242424
"369",623,"AB","medium",-0.0409856367272727
"370",625,"AB","coarse",0.0123281186969697
"371",625,"AB","medium",-0.0144114466363636
"372",626,"AB","medium",0.0236141480909091
"373",629,"AB","coarse",-0.0601363491515152
"374",629,"AB","fine",-0.0628136811515152
"375",629,"AB","medium",-0.0306542970909091
"376",630,"AB","coarse",-0.0678250691818182
"377",630,"AB","fine",0.140951103151515
"378",630,"AB","medium",-0.080943428030303
"379",631,"AB","fine",0.123718167121212
"380",631,"AB","medium",0.0710378378181818
"381",647,"SK","coarse",0.0782831753939394
"382",647,"SK","medium",0.00896583396969697
"383",650,"AB","coarse",0.00442448221212121
"384",650,"AB","fine",0.00214679796969697
"385",650,"AB","medium",-0.0130074323636364
"386",652,"SK","coarse",0.0212042038787879
"387",652,"SK","medium",-0.00189830984848485
"388",657,"SK","coarse",0.0418482035454545
"389",657,"SK","medium",0.0745527531515151
"390",658,"SK","coarse",0.0328789556969697
"391",658,"SK","medium",0.110458067939394
"392",660,"SK","coarse",0.124574924212121
"393",660,"SK","medium",0.0217089036969697
"394",661,"SK","coarse",0.0343126090606061
"395",661,"SK","medium",0.066977014
"396",662,"SK","coarse",0.0353157289090909
"397",667,"MB","medium",0.106098894060606
"398",669,"MB","medium",0.208898282666667
"399",669,"SK","medium",0.116600231787879
"400",672,"SK","coarse",0.193434478030303
"401",672,"SK","fine",0.214647446606061
"402",672,"SK","medium",0.144743703969697
"403",677,"MB","fine",0.118413083363636
"404",678,"AB","coarse",-0.0337978086363636
"405",678,"AB","fine",-0.0618985314242424
"406",678,"AB","medium",0.0107819975151515
"407",679,"AB","medium",0.0302082896666667
"408",680,"AB","coarse",0.0107425316666667
"409",680,"AB","medium",0.0381041488787879
"410",680,"SK","coarse",0.0065416076969697
"411",680,"SK","medium",0.0185986316363636
"412",681,"AB","coarse",0.104627311242424
"413",681,"AB","fine",0.203989794787879
"414",681,"AB","medium",0.128544456272727
"415",682,"SK","coarse",0.0931811401212121
"416",682,"SK","fine",0.00187651524242424
"417",682,"SK","medium",0.0562317165757576
"418",683,"AB","coarse",0.110504963484848
"419",683,"AB","medium",0.211471409121212
"420",684,"AB","coarse",0.0315776277575758
"421",684,"AB","fine",0.00543582142424243
"422",684,"AB","medium",0.0337652104848485
"423",685,"SK","coarse",0.098094171
"424",685,"SK","fine",0.126028018272727
"425",685,"SK","medium",0.0264796440606061
"426",686,"AB","medium",0.0141424193030303
"427",686,"SK","coarse",0.0215872270606061
"428",686,"SK","medium",0.006174302
"429",687,"AB","coarse",0.0413188788787879
"430",687,"AB","medium",0.0695005248484848
"431",687,"SK","coarse",0.0937113786666667
"432",687,"SK","medium",0.0512916462121212
"433",688,"AB","medium",0.108588327333333
"434",689,"SK","coarse",0.0646986481515151
"435",689,"SK","medium",0.0689982884545454
"436",690,"SK","coarse",0.0640926175454545
"437",690,"SK","medium",0.0872208421515152
"438",691,"SK","coarse",0.108387768545455
"439",691,"SK","medium",0.0439906965757576
"440",692,"AB","coarse",-0.0379337258787879
"441",692,"AB","fine",0.013013627
"442",692,"AB","medium",-0.000762769060606059
"443",693,"SK","coarse",0.0944778379393939
"444",693,"SK","medium",0.0912835684848485
"445",694,"SK","coarse",0.137421867272727
"446",694,"SK","fine",0.140670719969697
"447",694,"SK","medium",0.153686478090909
"448",695,"SK","coarse",0.103883698090909
"449",695,"SK","medium",0.101914396939394
"450",696,"SK","coarse",0.104934443151515
"451",696,"SK","medium",0.117844163424242
"452",697,"SK","fine",0.132814812606061
"453",697,"SK","medium",0.111106190909091
"454",698,"SK","coarse",0.103282839515152
"455",698,"SK","medium",0.125807759121212
"456",699,"SK","medium",0.0516190710909091
"457",700,"SK","fine",0.112003238787879
"458",700,"SK","medium",0.0475681512424242
"459",701,"SK","coarse",0.0978784527878788
"460",701,"SK","medium",0.143168169727273
"461",702,"SK","coarse",0.128478734424242
"462",702,"SK","fine",0.161938503939394
"463",702,"SK","medium",0.134458460454545
"464",703,"AB","fine",0.174900799454545
"465",703,"AB","medium",0.00524764233333334
"466",704,"SK","coarse",0.162255829424242
"467",704,"SK","fine",0.171271668181818
"468",704,"SK","medium",0.103982857181818
"469",705,"SK","fine",0.140415241787879
"470",705,"SK","medium",0.0978377080909091
"471",706,"SK","coarse",0.0894489296363636
"472",706,"SK","medium",0.0765184464848485
"473",707,"SK","coarse",0.138583057575758
"474",707,"SK","fine",0.166529926333333
"475",707,"SK","medium",0.116724752787879
"476",708,"AB","coarse",0.0352278941818182
"477",708,"AB","medium",0.0134662301818182
"478",709,"MB","coarse",0.24652123230303
"479",709,"MB","fine",0.187652780090909
"480",709,"MB","medium",0.165199276393939
"481",709,"SK","coarse",0.126040585545455
"482",709,"SK","fine",0.174215830424242
"483",709,"SK","medium",0.192267355666667
"484",710,"SK","coarse",0.144116403151515
"485",710,"SK","medium",0.0457611528484848
"486",711,"SK","coarse",0.0325245747272727
"487",711,"SK","medium",0.0282910872424242
"488",714,"MB","medium",0.103021302333333
"489",714,"SK","fine",0.10383869869697
"490",714,"SK","medium",0.0681602199393939
"491",715,"MB","coarse",0.094469097
"492",715,"MB","fine",0.0920627419090909
"493",715,"MB","medium",0.128455176393939
"494",715,"SK","fine",0.188095959151515
"495",715,"SK","medium",0.102155613545455
"496",716,"MB","coarse",0.250301839757576
"497",716,"MB","fine",0.0736069016969697
"498",716,"MB","medium",0.103638162848485
"499",717,"MB","coarse",0.508618356484849
"500",717,"MB","fine",0.236985432727273
"501",717,"MB","medium",0.275378702787879
"502",718,"MB","medium",0.154810648454545
"503",720,"MB","fine",0.0895309053030303
"504",723,"MB","coarse",0.192854087060606
"505",723,"MB","fine",0.0763044373030303
"506",723,"MB","medium",0.164204793
"507",724,"MB","coarse",0.111016435090909
"508",724,"MB","fine",0.173237651757576
"509",724,"MB","medium",0.162181000424242
"510",726,"MB","coarse",0.223300206363636
"511",726,"MB","fine",0.173024437636364
"512",727,"AB","coarse",0.158977327666667
"513",727,"AB","fine",0.209366714242424
"514",727,"AB","medium",0.160743948818182
"515",728,"AB","coarse",0.119881033818182
"516",728,"AB","fine",0.0796312231515151
"517",728,"AB","medium",0.151056502181818
"518",729,"AB","coarse",0.149063582121212
"519",729,"AB","medium",0.13586478569697
"520",729,"SK","coarse",0.112560118454545
"521",729,"SK","medium",0.0851544627272727
"522",730,"AB","coarse",0.169577247606061
"523",730,"AB","fine",0.200045830181818
"524",730,"AB","medium",0.101317446212121
"525",731,"AB","coarse",0.161536972060606
"526",731,"AB","medium",0.131242105939394
"527",732,"AB","medium",0.0651004102424242
"528",733,"SK","coarse",0.112350558242424
"529",733,"SK","fine",0.114464456181818
"530",733,"SK","medium",0.125152623575758
"531",734,"SK","coarse",0.0955240312727273
"532",734,"SK","medium",0.123732879181818
"533",735,"SK","coarse",0.115445637484848
"534",735,"SK","medium",0.132163199575758
"535",736,"SK","coarse",0.126221480878788
"536",736,"SK","fine",0.138025536181818
"537",736,"SK","medium",0.172050807242424
"538",737,"AB","coarse",0.127005801787879
"539",737,"AB","fine",0.269679093545455
"540",737,"AB","medium",0.177966411878788
"541",738,"AB","coarse",0.17499994530303
"542",738,"AB","medium",0.0934727236060606
"543",739,"AB","coarse",0.0908301077878788
"544",739,"AB","medium",0.137564479454545
"545",739,"SK","coarse",0.103051069181818
"546",739,"SK","medium",0.126096762030303
"547",740,"AB","coarse",0.188187630060606
"548",740,"AB","medium",0.114542638666667
"549",741,"SK","coarse",0.130379041787879
"550",741,"SK","fine",0.154994041878788
"551",741,"SK","medium",0.148883786090909
"552",742,"SK","coarse",0.122629240636364
"553",742,"SK","medium",0.166834789424242
"554",743,"AB","coarse",0.118690913787879
"555",743,"AB","medium",0.121408749545455
"556",743,"SK","coarse",0.106273909939394
"557",743,"SK","fine",0.0848210454242424
"558",743,"SK","medium",0.119014750666667
"559",744,"AB","fine",-0.0383086811212121
"560",744,"AB","medium",0.163807795939394
"561",745,"SK","coarse",0.134073626424242
"562",745,"SK","fine",0.185772188393939
"563",745,"SK","medium",0.174828864757576
"564",746,"AB","medium",0.175859231
"565",747,"SK","coarse",0.158224669909091
"566",747,"SK","medium",0.163813867272727
"567",748,"SK","coarse",0.108509555242424
"568",748,"SK","fine",0.119083292
"569",748,"SK","medium",0.15852183469697
"570",749,"SK","coarse",0.185925713333333
"571",749,"SK","medium",0.196037869575758
"572",750,"AB","fine",0.166895952515152
"573",750,"AB","medium",0.178008973757576
"574",751,"MB","coarse",0.151164697666667
"575",751,"MB","medium",0.217300547030303
"576",751,"SK","coarse",0.116936498121212
"577",751,"SK","medium",0.183506432575758
"578",752,"MB","fine",0.158075817242424
"579",752,"MB","medium",0.25823950669697
"580",752,"SK","coarse",0.130307788272727
"581",752,"SK","medium",0.185444605757576
"582",753,"MB","coarse",0.192379481181818
"583",753,"MB","fine",0.165854847212121
"584",753,"MB","medium",0.199446576757576
"585",754,"SK","coarse",0.144154621212121
"586",754,"SK","fine",0.15783604
"587",754,"SK","medium",0.192440484424242
"588",755,"SK","coarse",0.0997814882424242
"589",755,"SK","medium",0.141446412666667
"590",756,"SK","coarse",0.139996734
"591",756,"SK","medium",0.19271761169697
"592",757,"MB","coarse",0.154239144909091
"593",757,"MB","fine",0.164531979636364
"594",757,"MB","medium",0.261124585545455
"595",758,"MB","coarse",0.163753211727273
"596",758,"MB","fine",0.10146527330303
"597",758,"MB","medium",0.224848736636364
"598",759,"MB","coarse",0.129399599636364
"599",759,"MB","medium",0.20491925130303
"600",760,"MB","medium",0.170087962272727
"601",760,"SK","coarse",0.126166655363636
"602",760,"SK","medium",0.183600628424242
"603",761,"SK","fine",0.105213894757576
"604",761,"SK","medium",0.183645719848485
"605",762,"SK","coarse",0.131172254787879
"606",762,"SK","medium",0.168087903272727
"607",763,"MB","coarse",0.121643219575758
"608",763,"MB","fine",0.133052712212121
"609",763,"MB","medium",0.202311302969697
"610",763,"SK","coarse",0.124058875636364
"611",763,"SK","medium",0.182766959545455
"612",764,"MB","medium",0.202823908060606
"613",765,"MB","coarse",0.0911689763030303
"614",765,"MB","medium",0.160839573090909
"615",766,"MB","coarse",0.150800305393939
"616",766,"MB","medium",0.258212450484848
"617",767,"SK","coarse",0.110138359636364
"618",767,"SK","fine",0.109777631454545
"619",767,"SK","medium",0.132964466939394
"620",768,"SK","medium",0.118006420363636
"621",769,"AB","medium",0.0974373608787879
"622",770,"SK","coarse",0.119212294939394
"623",770,"SK","fine",0.13193308669697
"624",770,"SK","medium",0.146308431575758
"625",771,"AB","coarse",0.110392681939394
"626",771,"AB","fine",0.0658028080606061
"627",771,"AB","medium",0.107203759787879
"628",771,"SK","fine",0.117995597636364
"629",771,"SK","medium",0.130581117727273
"630",772,"SK","coarse",0.122708368727273
"631",772,"SK","medium",0.139637900666667
"632",773,"SK","coarse",0.124831503939394
"633",773,"SK","fine",0.129808707545455
"634",773,"SK","medium",0.135179250242424
"635",774,"SK","medium",0.126246156727273
"636",775,"SK","coarse",0.109614383363636
"637",775,"SK","medium",0.115713062666667
"638",776,"SK","coarse",0.0964846359393939
"639",776,"SK","medium",0.160997074333333
"640",777,"AB","coarse",0.0979665065454546
"641",777,"AB","medium",0.148582288333333
"642",778,"SK","coarse",0.10978218130303
"643",778,"SK","medium",0.129042864606061
"644",779,"AB","medium",0.132935379212121
"645",780,"SK","coarse",0.101600177515152
"646",780,"SK","fine",0.101119958393939
"647",780,"SK","medium",0.126132943
"648",781,"AB","coarse",0.112729206060606
"649",781,"AB","fine",0.0838140538181818
"650",781,"AB","medium",0.119403937909091
"651",782,"SK","coarse",0.113626692030303
"652",782,"SK","medium",0.148909658787879
"653",783,"SK","medium",0.160807463272727
"654",784,"SK","coarse",0.120768327727273
"655",784,"SK","fine",0.135970370272727
"656",784,"SK","medium",0.142205194606061
"657",785,"SK","fine",0.100461930484848
"658",785,"SK","medium",0.135171847333333
"659",786,"AB","fine",0.159051332787879
"660",786,"AB","medium",0.14153416469697
"661",787,"AB","medium",0.090315157969697
"662",788,"AB","fine",0.0930157009393939
"663",788,"AB","medium",0.0854602074545455
"664",789,"SK","coarse",0.112480444060606
"665",789,"SK","fine",0.144453697606061
"666",789,"SK","medium",0.145491956363636
